backend,selected_kernel,work_group_size,cl_compiler_options,matrix_dimensions,elapsed_s
myGEMM.cu, 5,16,-cl-std=CL1.2,4096,0.16580
myGEMM.cl, 5,16,-cl-std=CL1.2,4096,0.23406
   cuBLAS, 5,32,-cl-std=CL1.2,1024,0.00093
   clBlas, 5,32,-cl-std=CL1.2,1024,0.00326
myGEMM.cu, 5,32,-cl-std=CL1.2,1024,0.00269
myGEMM.cl, 5,32,-cl-std=CL1.2,1024,0.00430
   cuBLAS, 5,32,-cl-std=CL1.2,2048,0.00537
   clBlas, 5,32,-cl-std=CL1.2,2048,0.01803
myGEMM.cu, 5,32,-cl-std=CL1.2,2048,0.01998
myGEMM.cl, 5,32,-cl-std=CL1.2,2048,0.02330
   cuBLAS, 5,32,-cl-std=CL1.2,4096,0.03071
   clBlas, 5,32,-cl-std=CL1.2,4096,0.07838
myGEMM.cu, 5,32,-cl-std=CL1.2,4096,0.12097
myGEMM.cl, 5,32,-cl-std=CL1.2,4096,0.18423
   cuBLAS, 6,16,-cl-std=CL1.2,1024,0.00093
   clBlas, 6,16,-cl-std=CL1.2,1024,0.00332
myGEMM.cu, 6,16,-cl-std=CL1.2,1024,0.00124
myGEMM.cl, 6,16,-cl-std=CL1.2,1024,0.00137
   cuBLAS, 6,16,-cl-std=CL1.2,2048,0.00538
   clBlas, 6,16,-cl-std=CL1.2,2048,0.01795
myGEMM.cu, 6,16,-cl-std=CL1.2,2048,0.00697
myGEMM.cl, 6,16,-cl-std=CL1.2,2048,0.00820
   cuBLAS, 6,16,-cl-std=CL1.2,4096,0.04090
   clBlas, 6,16,-cl-std=CL1.2,4096,0.07686
myGEMM.cu, 6,16,-cl-std=CL1.2,4096,0.03518
myGEMM.cl, 6,16,-cl-std=CL1.2,4096,0.04098
   cuBLAS, 6,32,-cl-std=CL1.2,1024,0.00093
   clBlas, 6,32,-cl-std=CL1.2,1024,0.00327
myGEMM.cu, 6,32,-cl-std=CL1.2,1024,0.00124
myGEMM.cl, 6,32,-cl-std=CL1.2,1024,0.00137
   cuBLAS, 6,32,-cl-std=CL1.2,2048,0.00538
   clBlas, 6,32,-cl-std=CL1.2,2048,0.01795
myGEMM.cu, 6,32,-cl-std=CL1.2,2048,0.00696
myGEMM.cl, 6,32,-cl-std=CL1.2,2048,0.00821
   cuBLAS, 6,32,-cl-std=CL1.2,4096,0.04159
   clBlas, 6,32,-cl-std=CL1.2,4096,0.07931
myGEMM.cu, 6,32,-cl-std=CL1.2,4096,0.03208
myGEMM.cl, 6,32,-cl-std=CL1.2,4096,0.03983
   cuBLAS, 7,16,-cl-std=CL1.2,1024,0.00093
   clBlas, 7,16,-cl-std=CL1.2,1024,0.00330
myGEMM.cu, 7,16,-cl-std=CL1.2,1024,0.00133
myGEMM.cl, 7,16,-cl-std=CL1.2,1024,0.00136
   cuBLAS, 7,16,-cl-std=CL1.2,2048,0.00538
   clBlas, 7,16,-cl-std=CL1.2,2048,0.01797
myGEMM.cu, 7,16,-cl-std=CL1.2,2048,0.00748
myGEMM.cl, 7,16,-cl-std=CL1.2,2048,0.00815
   cuBLAS, 7,16,-cl-std=CL1.2,4096,0.02593
   clBlas, 7,16,-cl-std=CL1.2,4096,0.07925
myGEMM.cu, 7,16,-cl-std=CL1.2,4096,0.03721
myGEMM.cl, 7,16,-cl-std=CL1.2,4096,0.03826
   cuBLAS, 7,32,-cl-std=CL1.2,1024,0.00094
   clBlas, 7,32,-cl-std=CL1.2,1024,0.00329
myGEMM.cu, 7,32,-cl-std=CL1.2,1024,0.00134
myGEMM.cl, 7,32,-cl-std=CL1.2,1024,0.00136
   cuBLAS, 7,32,-cl-std=CL1.2,2048,0.00538
   clBlas, 7,32,-cl-std=CL1.2,2048,0.01797
myGEMM.cu, 7,32,-cl-std=CL1.2,2048,0.00746
myGEMM.cl, 7,32,-cl-std=CL1.2,2048,0.00688
   cuBLAS, 7,32,-cl-std=CL1.2,4096,0.03539
   clBlas, 7,32,-cl-std=CL1.2,4096,0.07870
myGEMM.cu, 7,32,-cl-std=CL1.2,4096,0.03758
myGEMM.cl, 7,32,-cl-std=CL1.2,4096,0.03884

 4
   cuBLAS, 3,16,-cl-std=CL2.0,1024,0.00095
   clBlas, 3,16,-cl-std=CL2.0,1024,0.00330
myGEMM.cu, 3,16,-cl-std=CL2.0,1024,0.00233
myGEMM.cl, 3,16,-cl-std=CL2.0,1024,0.00240
   cuBLAS, 3,16,-cl-std=CL2.0,2048,0.00540
   clBlas, 3,16,-cl-std=CL2.0,2048,0.01796
myGEMM.cu, 3,16,-cl-std=CL2.0,2048,0.01763
myGEMM.cl, 3,16,-cl-std=CL2.0,2048,0.01364
   cuBLAS, 3,16,-cl-std=CL2.0,4096,0.02948
   clBlas, 3,16,-cl-std=CL2.0,4096,0.07673
myGEMM.cu, 3,16,-cl-std=CL2.0,4096,0.14406
myGEMM.cl, 3,16,-cl-std=CL2.0,4096,0.14281
   cuBLAS, 3,32,-cl-std=CL2.0,1024,0.00094
   clBlas, 3,32,-cl-std=CL2.0,1024,0.00324
myGEMM.cu, 3,32,-cl-std=CL2.0,1024,0.00181
myGEMM.cl, 3,32,-cl-std=CL2.0,1024,0.00181
   cuBLAS, 3,32,-cl-std=CL2.0,2048,0.00539
   clBlas, 3,32,-cl-std=CL2.0,2048,0.01792
myGEMM.cu, 3,32,-cl-std=CL2.0,2048,0.01334
myGEMM.cl, 3,32,-cl-std=CL2.0,2048,0.01035
   cuBLAS, 3,32,-cl-std=CL2.0,4096,0.03022
   clBlas, 3,32,-cl-std=CL2.0,4096,0.07990
myGEMM.cu, 3,32,-cl-std=CL2.0,4096,0.08482
myGEMM.cl, 3,32,-cl-std=CL2.0,4096,0.09000
   cuBLAS, 4,16,-cl-std=CL2.0,1024,0.00091
   clBlas, 4,16,-cl-std=CL2.0,1024,0.00334
myGEMM.cu, 4,16,-cl-std=CL2.0,1024,0.00295
myGEMM.cl, 4,16,-cl-std=CL2.0,1024,0.00282
   cuBLAS, 4,16,-cl-std=CL2.0,2048,0.00540
   clBlas, 4,16,-cl-std=CL2.0,2048,0.01797
myGEMM.cu, 4,16,-cl-std=CL2.0,2048,0.02256
myGEMM.cl, 4,16,-cl-std=CL2.0,2048,0.01578
   cuBLAS, 4,16,-cl-std=CL2.0,4096,0.02966
   clBlas, 4,16,-cl-std=CL2.0,4096,0.07806
myGEMM.cu, 4,16,-cl-std=CL2.0,4096,0.16278
myGEMM.cl, 4,16,-cl-std=CL2.0,4096,0.15679
   cuBLAS, 4,32,-cl-std=CL2.0,1024,0.00094
   clBlas, 4,32,-cl-std=CL2.0,1024,0.00335
myGEMM.cu, 4,32,-cl-std=CL2.0,1024,0.00245
myGEMM.cl, 4,32,-cl-std=CL2.0,1024,0.00234
   cuBLAS, 4,32,-cl-std=CL2.0,2048,0.00538
   clBlas, 4,32,-cl-std=CL2.0,2048,0.01797
myGEMM.cu, 4,32,-cl-std=CL2.0,2048,0.01831
myGEMM.cl, 4,32,-cl-std=CL2.0,2048,0.01459
   cuBLAS, 4,32,-cl-std=CL2.0,4096,0.03286
   clBlas, 4,32,-cl-std=CL2.0,4096,0.07615
myGEMM.cu, 4,32,-cl-std=CL2.0,4096,0.11316
myGEMM.cl, 4,32,-cl-std=CL2.0,4096,0.11126
   cuBLAS, 5,16,-cl-std=CL2.0,1024,0.00093
   clBlas, 5,16,-cl-std=CL2.0,1024,0.00332
myGEMM.cu, 5,16,-cl-std=CL2.0,1024,0.00312
myGEMM.cl, 5,16,-cl-std=CL2.0,1024,0.00470
   cuBLAS, 5,16,-cl-std=CL2.0,2048,0.00538
   clBlas, 5,16,-cl-std=CL2.0,2048,0.01797
myGEMM.cu, 5,16,-cl-std=CL2.0,2048,0.02352
myGEMM.cl, 5,16,-cl-std=CL2.0,2048,0.02943
   cuBLAS, 5,16,-cl-std=CL2.0,4096,0.02651
   clBlas, 5,16,-cl-std=CL2.0,4096,0.07994
myGEMM.cu, 5,16,-cl-std=CL2.0,4096,0.16624
myGEMM.cl, 5,16,-cl-std=CL2.0,4096,0.23245
   cuBLAS, 5,32,-cl-std=CL2.0,1024,0.00094
   clBlas, 5,32,-cl-std=CL2.0,1024,0.00331
myGEMM.cu, 5,32,-cl-std=CL2.0,1024,0.00269
myGEMM.cl, 5,32,-cl-std=CL2.0,1024,0.00429
   cuBLAS, 5,32,-cl-std=CL2.0,2048,0.00539
   clBlas, 5,32,-cl-std=CL2.0,2048,0.01797
myGEMM.cu, 5,32,-cl-std=CL2.0,2048,0.01999
myGEMM.cl, 5,32,-cl-std=CL2.0,2048,0.03297
   cuBLAS, 5,32,-cl-std=CL2.0,4096,0.03876
   clBlas, 5,32,-cl-std=CL2.0,4096,0.07812
myGEMM.cu, 5,32,-cl-std=CL2.0,4096,0.12179
myGEMM.cl, 5,32,-cl-std=CL2.0,4096,0.18370
   cuBLAS, 6,16,-cl-std=CL2.0,1024,0.00093
   clBlas, 6,16,-cl-std=CL2.0,1024,0.00329
myGEMM.cu, 6,16,-cl-std=CL2.0,1024,0.00124
myGEMM.cl, 6,16,-cl-std=CL2.0,1024,0.00137
   cuBLAS, 6,16,-cl-std=CL2.0,2048,0.00538
   clBlas, 6,16,-cl-std=CL2.0,2048,0.01797
myGEMM.cu, 6,16,-cl-std=CL2.0,2048,0.00697
myGEMM.cl, 6,16,-cl-std=CL2.0,2048,0.00820
   cuBLAS, 6,16,-cl-std=CL2.0,4096,0.03080
   clBlas, 6,16,-cl-std=CL2.0,4096,0.07864
myGEMM.cu, 6,16,-cl-std=CL2.0,4096,0.03479
myGEMM.cl, 6,16,-cl-std=CL2.0,4096,0.04163
   cuBLAS, 6,32,-cl-std=CL2.0,1024,0.00094
   clBlas, 6,32,-cl-std=CL2.0,1024,0.00332
myGEMM.cu, 6,32,-cl-std=CL2.0,1024,0.00124
myGEMM.cl, 6,32,-cl-std=CL2.0,1024,0.00137
   cuBLAS, 6,32,-cl-std=CL2.0,2048,0.00538
   clBlas, 6,32,-cl-std=CL2.0,2048,0.01795
myGEMM.cu, 6,32,-cl-std=CL2.0,2048,0.00697
myGEMM.cl, 6,32,-cl-std=CL2.0,2048,0.00820
   cuBLAS, 6,32,-cl-std=CL2.0,4096,0.02980
   clBlas, 6,32,-cl-std=CL2.0,4096,0.07905
myGEMM.cu, 6,32,-cl-std=CL2.0,4096,0.03430
myGEMM.cl, 6,32,-cl-std=CL2.0,4096,0.04033
   cuBLAS, 7,16,-cl-std=CL2.0,1024,0.00093
   clBlas, 7,16,-cl-std=CL2.0,1024,0.00332
myGEMM.cu, 7,16,-cl-std=CL2.0,1024,0.00134
myGEMM.cl, 7,16,-cl-std=CL2.0,1024,0.00135
   cuBLAS, 7,16,-cl-std=CL2.0,2048,0.00538
   clBlas, 7,16,-cl-std=CL2.0,2048,0.01808
myGEMM.cu, 7,16,-cl-std=CL2.0,2048,0.00747
myGEMM.cl, 7,16,-cl-std=CL2.0,2048,0.00650
   cuBLAS, 7,16,-cl-std=CL2.0,4096,0.03037
   clBlas, 7,16,-cl-std=CL2.0,4096,0.07847
myGEMM.cu, 7,16,-cl-std=CL2.0,4096,0.03766
myGEMM.cl, 7,16,-cl-std=CL2.0,4096,0.03991
   cuBLAS, 7,32,-cl-std=CL2.0,1024,0.00095
   clBlas, 7,32,-cl-std=CL2.0,1024,0.00335
myGEMM.cu, 7,32,-cl-std=CL2.0,1024,0.00134
myGEMM.cl, 7,32,-cl-std=CL2.0,1024,0.00136
   cuBLAS, 7,32,-cl-std=CL2.0,2048,0.00539
   clBlas, 7,32,-cl-std=CL2.0,2048,0.01794
myGEMM.cu, 7,32,-cl-std=CL2.0,2048,0.00750
myGEMM.cl, 7,32,-cl-std=CL2.0,2048,0.00815
   cuBLAS, 7,32,-cl-std=CL2.0,4096,0.04149
   clBlas, 7,32,-cl-std=CL2.0,4096,0.07772
myGEMM.cu, 7,32,-cl-std=CL2.0,4096,0.03844
myGEMM.cl, 7,32,-cl-std=CL2.0,4096,0.04025
   cuBLAS, 3,16,-cl-std=CL1.2,1024,0.00092
   clBlas, 3,16,-cl-std=CL1.2,1024,0.00330
myGEMM.cu, 3,16,-cl-std=CL1.2,1024,0.00233
myGEMM.cl, 3,16,-cl-std=CL1.2,1024,0.00240
   cuBLAS, 3,16,-cl-std=CL1.2,2048,0.00538
   clBlas, 3,16,-cl-std=CL1.2,2048,0.01796
myGEMM.cu, 3,16,-cl-std=CL1.2,2048,0.01764
myGEMM.cl, 3,16,-cl-std=CL1.2,2048,0.01875
   cuBLAS, 3,16,-cl-std=CL1.2,4096,0.04090
   clBlas, 3,16,-cl-std=CL1.2,4096,0.07670
myGEMM.cu, 3,16,-cl-std=CL1.2,4096,0.14380
myGEMM.cl, 3,16,-cl-std=CL1.2,4096,0.14398
   cuBLAS, 3,32,-cl-std=CL1.2,1024,0.00094
   clBlas, 3,32,-cl-std=CL1.2,1024,0.00330
myGEMM.cu, 3,32,-cl-std=CL1.2,1024,0.00181
myGEMM.cl, 3,32,-cl-std=CL1.2,1024,0.00181
   cuBLAS, 3,32,-cl-std=CL1.2,2048,0.00539
   clBlas, 3,32,-cl-std=CL1.2,2048,0.01796
myGEMM.cu, 3,32,-cl-std=CL1.2,2048,0.01334
myGEMM.cl, 3,32,-cl-std=CL1.2,2048,0.01408
   cuBLAS, 3,32,-cl-std=CL1.2,4096,0.04186
   clBlas, 3,32,-cl-std=CL1.2,4096,0.07783
myGEMM.cu, 3,32,-cl-std=CL1.2,4096,0.08465
myGEMM.cl, 3,32,-cl-std=CL1.2,4096,0.09073
   cuBLAS, 4,16,-cl-std=CL1.2,1024,0.00093
   clBlas, 4,16,-cl-std=CL1.2,1024,0.00327
myGEMM.cu, 4,16,-cl-std=CL1.2,1024,0.00295
myGEMM.cl, 4,16,-cl-std=CL1.2,1024,0.00283
   cuBLAS, 4,16,-cl-std=CL1.2,2048,0.00537
   clBlas, 4,16,-cl-std=CL1.2,2048,0.01793
myGEMM.cu, 4,16,-cl-std=CL1.2,2048,0.02256
myGEMM.cl, 4,16,-cl-std=CL1.2,2048,0.02228
   cuBLAS, 4,16,-cl-std=CL1.2,4096,0.02760
   clBlas, 4,16,-cl-std=CL1.2,4096,0.07970
myGEMM.cu, 4,16,-cl-std=CL1.2,4096,0.16041
myGEMM.cl, 4,16,-cl-std=CL1.2,4096,0.15559
   cuBLAS, 4,32,-cl-std=CL1.2,1024,0.00093
   clBlas, 4,32,-cl-std=CL1.2,1024,0.00331
myGEMM.cu, 4,32,-cl-std=CL1.2,1024,0.00245
myGEMM.cl, 4,32,-cl-std=CL1.2,1024,0.00234
   cuBLAS, 4,32,-cl-std=CL1.2,2048,0.00538
   clBlas, 4,32,-cl-std=CL1.2,2048,0.01794
myGEMM.cu, 4,32,-cl-std=CL1.2,2048,0.01837
myGEMM.cl, 4,32,-cl-std=CL1.2,2048,0.01817
   cuBLAS, 4,32,-cl-std=CL1.2,4096,0.03023
   clBlas, 4,32,-cl-std=CL1.2,4096,0.07694
myGEMM.cu, 4,32,-cl-std=CL1.2,4096,0.11268
myGEMM.cl, 4,32,-cl-std=CL1.2,4096,0.11029
   cuBLAS, 5,16,-cl-std=CL1.2,1024,0.00094
   clBlas, 5,16,-cl-std=CL1.2,1024,0.00335
myGEMM.cu, 5,16,-cl-std=CL1.2,1024,0.00312
myGEMM.cl, 5,16,-cl-std=CL1.2,1024,0.00470
   cuBLAS, 5,16,-cl-std=CL1.2,2048,0.00538
   clBlas, 5,16,-cl-std=CL1.2,2048,0.01795
myGEMM.cu, 5,16,-cl-std=CL1.2,2048,0.02191
myGEMM.cl, 5,16,-cl-std=CL1.2,2048,0.03073
   cuBLAS, 5,16,-cl-std=CL1.2,4096,0.03553
   clBlas, 5,16,-cl-std=CL1.2,4096,0.07819
myGEMM.cu, 5,16,-cl-std=CL1.2,4096,0.16709
myGEMM.cl, 5,16,-cl-std=CL1.2,4096,0.23339
   cuBLAS, 5,32,-cl-std=CL1.2,1024,0.00093
   clBlas, 5,32,-cl-std=CL1.2,1024,0.00326
myGEMM.cu, 5,32,-cl-std=CL1.2,1024,0.00269
myGEMM.cl, 5,32,-cl-std=CL1.2,1024,0.00430
   cuBLAS, 5,32,-cl-std=CL1.2,2048,0.00538
   clBlas, 5,32,-cl-std=CL1.2,2048,0.01797
myGEMM.cu, 5,32,-cl-std=CL1.2,2048,0.01999
myGEMM.cl, 5,32,-cl-std=CL1.2,2048,0.02867
   cuBLAS, 5,32,-cl-std=CL1.2,4096,0.02442
   clBlas, 5,32,-cl-std=CL1.2,4096,0.07569
myGEMM.cu, 5,32,-cl-std=CL1.2,4096,0.12246
myGEMM.cl, 5,32,-cl-std=CL1.2,4096,0.18327
   cuBLAS, 6,16,-cl-std=CL1.2,1024,0.00093
   clBlas, 6,16,-cl-std=CL1.2,1024,0.00332
myGEMM.cu, 6,16,-cl-std=CL1.2,1024,0.00124
myGEMM.cl, 6,16,-cl-std=CL1.2,1024,0.00137
   cuBLAS, 6,16,-cl-std=CL1.2,2048,0.00538
   clBlas, 6,16,-cl-std=CL1.2,2048,0.01796
myGEMM.cu, 6,16,-cl-std=CL1.2,2048,0.00697
myGEMM.cl, 6,16,-cl-std=CL1.2,2048,0.00663
   cuBLAS, 6,16,-cl-std=CL1.2,4096,0.03251
   clBlas, 6,16,-cl-std=CL1.2,4096,0.07870
myGEMM.cu, 6,16,-cl-std=CL1.2,4096,0.03401
myGEMM.cl, 6,16,-cl-std=CL1.2,4096,0.03955
   cuBLAS, 6,32,-cl-std=CL1.2,1024,0.00091
   clBlas, 6,32,-cl-std=CL1.2,1024,0.00330
myGEMM.cu, 6,32,-cl-std=CL1.2,1024,0.00123
myGEMM.cl, 6,32,-cl-std=CL1.2,1024,0.00137
   cuBLAS, 6,32,-cl-std=CL1.2,2048,0.00538
   clBlas, 6,32,-cl-std=CL1.2,2048,0.01805
myGEMM.cu, 6,32,-cl-std=CL1.2,2048,0.00697
myGEMM.cl, 6,32,-cl-std=CL1.2,2048,0.00659
   cuBLAS, 6,32,-cl-std=CL1.2,4096,0.03337
   clBlas, 6,32,-cl-std=CL1.2,4096,0.08017
myGEMM.cu, 6,32,-cl-std=CL1.2,4096,0.03318
myGEMM.cl, 6,32,-cl-std=CL1.2,4096,0.04029
   cuBLAS, 7,16,-cl-std=CL1.2,1024,0.00094
   clBlas, 7,16,-cl-std=CL1.2,1024,0.00331
myGEMM.cu, 7,16,-cl-std=CL1.2,1024,0.00134
myGEMM.cl, 7,16,-cl-std=CL1.2,1024,0.00135
   cuBLAS, 7,16,-cl-std=CL1.2,2048,0.00538
   clBlas, 7,16,-cl-std=CL1.2,2048,0.01795
myGEMM.cu, 7,16,-cl-std=CL1.2,2048,0.00748
myGEMM.cl, 7,16,-cl-std=CL1.2,2048,0.00814
   cuBLAS, 7,16,-cl-std=CL1.2,4096,0.03058
   clBlas, 7,16,-cl-std=CL1.2,4096,0.07918
myGEMM.cu, 7,16,-cl-std=CL1.2,4096,0.03749
myGEMM.cl, 7,16,-cl-std=CL1.2,4096,0.03892
   cuBLAS, 7,32,-cl-std=CL1.2,1024,0.00093
   clBlas, 7,32,-cl-std=CL1.2,1024,0.00328
myGEMM.cu, 7,32,-cl-std=CL1.2,1024,0.00134
myGEMM.cl, 7,32,-cl-std=CL1.2,1024,0.00135
   cuBLAS, 7,32,-cl-std=CL1.2,2048,0.00538
   clBlas, 7,32,-cl-std=CL1.2,2048,0.01792
myGEMM.cu, 7,32,-cl-std=CL1.2,2048,0.00746
myGEMM.cl, 7,32,-cl-std=CL1.2,2048,0.00654
   cuBLAS, 7,32,-cl-std=CL1.2,4096,0.03089
   clBlas, 7,32,-cl-std=CL1.2,4096,0.07654
myGEMM.cu, 7,32,-cl-std=CL1.2,4096,0.03829
myGEMM.cl, 7,32,-cl-std=CL1.2,4096,0.03934

 5
   cuBLAS, 3,16,-cl-std=CL2.0,1024,0.00093
   clBlas, 3,16,-cl-std=CL2.0,1024,0.00330
myGEMM.cu, 3,16,-cl-std=CL2.0,1024,0.00233
myGEMM.cl, 3,16,-cl-std=CL2.0,1024,0.00240
   cuBLAS, 3,16,-cl-std=CL2.0,2048,0.00538
   clBlas, 3,16,-cl-std=CL2.0,2048,0.01792
myGEMM.cu, 3,16,-cl-std=CL2.0,2048,0.01765
myGEMM.cl, 3,16,-cl-std=CL2.0,2048,0.01465
   cuBLAS, 3,16,-cl-std=CL2.0,4096,0.02598
   clBlas, 3,16,-cl-std=CL2.0,4096,0.07797
myGEMM.cu, 3,16,-cl-std=CL2.0,4096,0.14286
myGEMM.cl, 3,16,-cl-std=CL2.0,4096,0.14397
   cuBLAS, 3,32,-cl-std=CL2.0,1024,0.00095
   clBlas, 3,32,-cl-std=CL2.0,1024,0.00330
myGEMM.cu, 3,32,-cl-std=CL2.0,1024,0.00181
myGEMM.cl, 3,32,-cl-std=CL2.0,1024,0.00181
   cuBLAS, 3,32,-cl-std=CL2.0,2048,0.00540
   clBlas, 3,32,-cl-std=CL2.0,2048,0.01795
myGEMM.cu, 3,32,-cl-std=CL2.0,2048,0.01334
myGEMM.cl, 3,32,-cl-std=CL2.0,2048,0.01408
   cuBLAS, 3,32,-cl-std=CL2.0,4096,0.02675
   clBlas, 3,32,-cl-std=CL2.0,4096,0.07852
myGEMM.cu, 3,32,-cl-std=CL2.0,4096,0.08350
myGEMM.cl, 3,32,-cl-std=CL2.0,4096,0.09128
   cuBLAS, 4,16,-cl-std=CL2.0,1024,0.00093
   clBlas, 4,16,-cl-std=CL2.0,1024,0.00336
myGEMM.cu, 4,16,-cl-std=CL2.0,1024,0.00295
myGEMM.cl, 4,16,-cl-std=CL2.0,1024,0.00283
   cuBLAS, 4,16,-cl-std=CL2.0,2048,0.00539
   clBlas, 4,16,-cl-std=CL2.0,2048,0.01798
myGEMM.cu, 4,16,-cl-std=CL2.0,2048,0.02256
myGEMM.cl, 4,16,-cl-std=CL2.0,2048,0.01504
   cuBLAS, 4,16,-cl-std=CL2.0,4096,0.02594
   clBlas, 4,16,-cl-std=CL2.0,4096,0.07915
myGEMM.cu, 4,16,-cl-std=CL2.0,4096,0.16078
myGEMM.cl, 4,16,-cl-std=CL2.0,4096,0.15966
   cuBLAS, 4,32,-cl-std=CL2.0,1024,0.00114
   clBlas, 4,32,-cl-std=CL2.0,1024,0.00492
myGEMM.cu, 4,32,-cl-std=CL2.0,1024,0.00254
myGEMM.cl, 4,32,-cl-std=CL2.0,1024,0.00238
   cuBLAS, 4,32,-cl-std=CL2.0,2048,0.00558
   clBlas, 4,32,-cl-std=CL2.0,2048,0.01946
myGEMM.cu, 4,32,-cl-std=CL2.0,2048,0.01309
myGEMM.cl, 4,32,-cl-std=CL2.0,2048,0.01299
   cuBLAS, 4,32,-cl-std=CL2.0,4096,0.02603
   clBlas, 4,32,-cl-std=CL2.0,4096,0.07889
myGEMM.cu, 4,32,-cl-std=CL2.0,4096,0.11129
myGEMM.cl, 4,32,-cl-std=CL2.0,4096,0.11221
   cuBLAS, 5,16,-cl-std=CL2.0,1024,0.00115
   clBlas, 5,16,-cl-std=CL2.0,1024,0.00355
myGEMM.cu, 5,16,-cl-std=CL2.0,1024,0.00313
myGEMM.cl, 5,16,-cl-std=CL2.0,1024,0.00471
   cuBLAS, 5,16,-cl-std=CL2.0,2048,0.00560
   clBlas, 5,16,-cl-std=CL2.0,2048,0.01812
myGEMM.cu, 5,16,-cl-std=CL2.0,2048,0.02352
myGEMM.cl, 5,16,-cl-std=CL2.0,2048,0.02788
   cuBLAS, 5,16,-cl-std=CL2.0,4096,0.03110
   clBlas, 5,16,-cl-std=CL2.0,4096,0.08148
myGEMM.cu, 5,16,-cl-std=CL2.0,4096,0.16709
myGEMM.cl, 5,16,-cl-std=CL2.0,4096,0.23375
   cuBLAS, 5,32,-cl-std=CL2.0,1024,0.00094
   clBlas, 5,32,-cl-std=CL2.0,1024,0.00339
myGEMM.cu, 5,32,-cl-std=CL2.0,1024,0.00269
myGEMM.cl, 5,32,-cl-std=CL2.0,1024,0.00429
   cuBLAS, 5,32,-cl-std=CL2.0,2048,0.00538
   clBlas, 5,32,-cl-std=CL2.0,2048,0.01793
myGEMM.cu, 5,32,-cl-std=CL2.0,2048,0.01999
myGEMM.cl, 5,32,-cl-std=CL2.0,2048,0.03297
   cuBLAS, 5,32,-cl-std=CL2.0,4096,0.03151
   clBlas, 5,32,-cl-std=CL2.0,4096,0.07926
myGEMM.cu, 5,32,-cl-std=CL2.0,4096,0.12102
myGEMM.cl, 5,32,-cl-std=CL2.0,4096,0.18372
   cuBLAS, 6,16,-cl-std=CL2.0,1024,0.00092
   clBlas, 6,16,-cl-std=CL2.0,1024,0.00332
myGEMM.cu, 6,16,-cl-std=CL2.0,1024,0.00124
myGEMM.cl, 6,16,-cl-std=CL2.0,1024,0.00138
   cuBLAS, 6,16,-cl-std=CL2.0,2048,0.00539
   clBlas, 6,16,-cl-std=CL2.0,2048,0.01799
myGEMM.cu, 6,16,-cl-std=CL2.0,2048,0.00697
myGEMM.cl, 6,16,-cl-std=CL2.0,2048,0.00821
   cuBLAS, 6,16,-cl-std=CL2.0,4096,0.02575
   clBlas, 6,16,-cl-std=CL2.0,4096,0.07945
myGEMM.cu, 6,16,-cl-std=CL2.0,4096,0.03284
myGEMM.cl, 6,16,-cl-std=CL2.0,4096,0.03903
   cuBLAS, 6,32,-cl-std=CL2.0,1024,0.00102
   clBlas, 6,32,-cl-std=CL2.0,1024,0.00329
myGEMM.cu, 6,32,-cl-std=CL2.0,1024,0.00124
myGEMM.cl, 6,32,-cl-std=CL2.0,1024,0.00137
   cuBLAS, 6,32,-cl-std=CL2.0,2048,0.00538
   clBlas, 6,32,-cl-std=CL2.0,2048,0.01796
myGEMM.cu, 6,32,-cl-std=CL2.0,2048,0.00698
myGEMM.cl, 6,32,-cl-std=CL2.0,2048,0.00688
   cuBLAS, 6,32,-cl-std=CL2.0,4096,0.02663
   clBlas, 6,32,-cl-std=CL2.0,4096,0.08110
myGEMM.cu, 6,32,-cl-std=CL2.0,4096,0.03290
myGEMM.cl, 6,32,-cl-std=CL2.0,4096,0.03892
   cuBLAS, 7,16,-cl-std=CL2.0,1024,0.00095
   clBlas, 7,16,-cl-std=CL2.0,1024,0.00331
myGEMM.cu, 7,16,-cl-std=CL2.0,1024,0.00134
myGEMM.cl, 7,16,-cl-std=CL2.0,1024,0.00136
   cuBLAS, 7,16,-cl-std=CL2.0,2048,0.00538
   clBlas, 7,16,-cl-std=CL2.0,2048,0.01798
myGEMM.cu, 7,16,-cl-std=CL2.0,2048,0.00748
myGEMM.cl, 7,16,-cl-std=CL2.0,2048,0.00684
   cuBLAS, 7,16,-cl-std=CL2.0,4096,0.03427
   clBlas, 7,16,-cl-std=CL2.0,4096,0.07649
myGEMM.cu, 7,16,-cl-std=CL2.0,4096,0.03912
myGEMM.cl, 7,16,-cl-std=CL2.0,4096,0.04042
   cuBLAS, 7,32,-cl-std=CL2.0,1024,0.00101
   clBlas, 7,32,-cl-std=CL2.0,1024,0.00336
myGEMM.cu, 7,32,-cl-std=CL2.0,1024,0.00135
myGEMM.cl, 7,32,-cl-std=CL2.0,1024,0.00135
   cuBLAS, 7,32,-cl-std=CL2.0,2048,0.00539
   clBlas, 7,32,-cl-std=CL2.0,2048,0.01806
myGEMM.cu, 7,32,-cl-std=CL2.0,2048,0.00748
myGEMM.cl, 7,32,-cl-std=CL2.0,2048,0.00815
   cuBLAS, 7,32,-cl-std=CL2.0,4096,0.02454
   clBlas, 7,32,-cl-std=CL2.0,4096,0.07889
myGEMM.cu, 7,32,-cl-std=CL2.0,4096,0.03835
myGEMM.cl, 7,32,-cl-std=CL2.0,4096,0.03898
